!!
!!
!!number of constraints for nodes with 6 coordinates.
2350
!!
!!
!!constraints for nodes with 6 coordinates: sort (1), nodes (2, 3), phi1 (4, 5, 6), phi2 (7, 8, 9), normal (10, 11, 12)
sphericalsupport			731	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	2	730	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	7	897	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	8	896	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	9	895	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	10	894	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	11	893	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	12	892	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	13	891	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	14	890	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	15	889	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	16	888	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	17	887	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	18	886	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	19	885	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	20	884	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	21	883	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	22	882	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	23	881	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	24	880	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	25	879	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	26	878	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	27	877	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	28	876	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	29	875	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	30	874	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	31	873	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	32	872	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	33	871	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	34	870	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	35	869	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	36	868	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
inextensiblerevolutejoint	37	867	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
